-6.3101023090420605E-01 a         1     0     1     1     1
-2.0094791224764674E-01 a         2     0     1     1     2
1.0643580601345051E+00 a         3     0     1     1     3
4.6225316794933985E-01 a         4     0     1     1     4
1.3806871259837001E+00 a         5     0     1     1     5
1.3812788822873634E-01 a         6     0     1     1     6
-1.1560089014022379E+00 a         7     0     1     1     7
5.2474614698719002E-01 a         8     0     1     1     8
2.7494595664238769E-01 a         9     0     1     1     9
-6.9302177131121856E-01 a        10     0     1     1    10
1.0209879234768415E+00 a        11     0     1     1    11
-4.2066285464791786E-01 a        12     0     1     1    12
-6.5403697937031913E-01 a        13     0     1     1    13
-1.1317373769091761E+00 a        14     0     1     1    14
5.9404138861798661E-01 a        15     0     1     1    15
1.2020270556107684E-01 a        16     0     1     1    16
-5.9739289750039626E-01 a        17     0     1     1    17
-1.4995472350354406E+00 a        18     0     1     1    18
-9.5941200859504416E-02 a        19     0     1     1    19
-1.1572912065186511E-01 a        20     0     1     1    20
6.2900285062907665E-02 a        21     0     1     1    21
-1.4046082697725741E+00 a        22     0     1     1    22
4.1884394636263417E-01 a        23     0     1     1    23
-1.0662970974926451E-01 a        24     0     1     1    24
2.6570341452779478E-01 a        25     0     2     1     1
1.4402828729047776E-01 a        26     0     2     1     2
-1.2494295057665579E+00 a        27     0     2     1     3
-1.5419694935343748E+00 a        28     0     2     1     4
-1.0170948226792842E+00 a        29     0     2     1     5
-1.0383947157851529E-01 a        30     0     2     1     6
1.6367780796285054E+00 a        31     0     2     1     7
-1.0065553907533253E+00 a        32     0     2     1     8
-1.4852986616621093E+00 a        33     0     2     1     9
3.4282629477375914E-01 a        34     0     2     1    10
-8.7739429607949593E-01 a        35     0     2     1    11
4.9438502969939457E-01 a        36     0     2     1    12
3.1726495149627221E-01 a        37     0     2     1    13
6.6326830881411725E-01 a        38     0     2     1    14
-3.7784849835207440E-02 a        39     0     2     1    15
3.5878069476866403E-01 a        40     0     2     1    16
1.0042530797455727E+00 a        41     0     2     1    17
2.8522575211229202E+00 a        42     0     2     1    18
3.5431425604663236E-01 a        43     0     2     1    19
-7.2270093682498038E-02 a        44     0     2     1    20
1.9117103156040927E-01 a        45     0     2     1    21
1.4110001192518058E+00 a        46     0     2     1    22
-1.4429550712755592E+00 a        47     0     2     1    23
3.3760732568842494E-01 a        48     0     2     1    24
1.0698704356098083E-02 a        49     0     3     1     1
-1.2664604507291086E-01 a        50     0     3     1     2
2.4016465028475331E-01 a        51     0     3     1     3
5.6259530022284343E-01 a        52     0     3     1     4
5.1936511459549362E-01 a        53     0     3     1     5
1.0921729816016694E-01 a        54     0     3     1     6
-6.9306685759775299E-01 a        55     0     3     1     7
9.8485008164578547E-01 a        56     0     3     1     8
9.6269873828709240E-01 a        57     0     3     1     9
-2.5649496770077074E-01 a        58     0     3     1    10
1.4814819627073547E-01 a        59     0     3     1    11
-8.9470902287853496E-02 a        60     0     3     1    12
-1.6821181682417891E-01 a        61     0     3     1    13
-5.3358795455801765E-02 a        62     0     3     1    14
-9.9552789454931373E-02 a        63     0     3     1    15
-2.0179500705032288E-01 a        64     0     3     1    16
-6.4265377556954251E-01 a        65     0     3     1    17
-2.6123110758862050E-01 a        66     0     3     1    18
-6.2664912070950984E-01 a        67     0     3     1    19
2.9650464317243752E-01 a        68     0     3     1    20
-2.4891899186260205E-01 a        69     0     3     1    21
2.9907897671877059E-01 a        70     0     3     1    22
7.3158602709349185E-01 a        71     0     3     1    23
1.1175004806865052E-01 a        72     0     3     1    24
4.5915128735306532E-01 a        73     0     4     1     1
-4.9892112048610221E-01 a        74     0     4     1     2
-4.0762751499759625E-01 a        75     0     4     1     3
-1.3394611633662989E-01 a        76     0     4     1     4
-5.0418795239123704E-01 a        77     0     4     1     5
-6.3640579260660649E-02 a        78     0     4     1     6
4.0230024371494388E-01 a        79     0     4     1     7
-1.9474880372118616E-01 a        80     0     4     1     8
-4.4427629386399531E-01 a        81     0     4     1     9
5.3312797851266698E-02 a        82     0     4     1    10
-3.6733203426145328E-01 a        83     0     4     1    11
-9.0435288070144226E-03 a        84     0     4     1    12
-2.0709431777218575E-02 a        85     0     4     1    13
9.9922506924391384E-04 a        86     0     4     1    14
-5.0794374932512418E-02 a        87     0     4     1    15
5.5249392502416528E-01 a        88     0     4     1    16
4.1424247510623430E-01 a        89     0     4     1    17
2.6065458241531059E-01 a        90     0     4     1    18
2.3118650250451270E-01 a        91     0     4     1    19
-1.6855016000847653E-01 a        92     0     4     1    20
5.6618924739891208E-01 a        93     0     4     1    21
2.6555071889442267E-01 a        94     0     4     1    22
-4.6514803135924798E-01 a        95     0     4     1    23
-3.3948318749074391E-01 a        96     0     4     1    24
3.8497763166971033E-01 a        97     0     5     1     1
8.4007398525308058E-02 a        98     0     5     1     2
2.6972539504147347E-01 a        99     0     5     1     3
