2.6405245223422382E-02 a         1     0     1     1     1
-1.5296732921764927E-01 a         2     0     1     1     2
3.3033058496003309E-01 a         3     0     1     1     3
2.1428120842569495E-02 a         4     0     1     1     4
4.4701623179912670E-01 a         5     0     1     1     5
1.6402475512478706E-01 a         6     0     1     1     6
-3.7781840599850847E-01 a         7     0     1     1     7
8.5566289635570003E-02 a         8     0     1     1     8
9.2326757509973462E-02 a         9     0     1     1     9
-5.6963666265853130E-01 a        10     0     1     1    10
-1.4904469856198405E-01 a        11     0     1     1    11
-1.0836115636743281E-01 a        12     0     1     1    12
3.2479443257334562E-01 a        13     0     1     1    13
-4.5282441075377589E-01 a        14     0     1     1    14
-2.4865475041728161E-01 a        15     0     1     1    15
-5.6693519673948763E-02 a        16     0     1     1    16
-5.6813678837349868E-01 a        17     0     1     1    17
-3.3620732017027788E-01 a        18     0     1     1    18
-3.4974406280739490E-01 a        19     0     1     1    19
3.1711454371693976E-01 a        20     0     1     1    20
6.4885462737192950E-02 a        21     0     1     1    21
-1.6374279385411067E-01 a        22     0     1     1    22
-8.4683231434963147E-02 a        23     0     1     1    23
-1.5262134721450224E-02 a        24     0     1     1    24
-1.5696915900963396E-01 a        25     0     2     1     1
-8.0045016888180040E-02 a        26     0     2     1     2
-2.3830879741191982E-01 a        27     0     2     1     3
-2.9469774306172236E-01 a        28     0     2     1     4
-2.8561326441219576E-01 a        29     0     2     1     5
3.5561541712555694E-01 a        30     0     2     1     6
5.4718206808542946E-01 a        31     0     2     1     7
-3.5211327886985039E-01 a        32     0     2     1     8
-4.6835565283966696E-01 a        33     0     2     1     9
-1.8616628175350633E-01 a        34     0     2     1    10
-2.2068612794657397E-01 a        35     0     2     1    11
-1.1224149490882182E-01 a        36     0     2     1    12
-6.8478812497198352E-02 a        37     0     2     1    13
2.0487967131164878E-01 a        38     0     2     1    14
-5.0542106277738010E-02 a        39     0     2     1    15
8.3500914417971819E-02 a        40     0     2     1    16
2.6863313517421815E-03 a        41     0     2     1    17
8.3004505294760456E-01 a        42     0     2     1    18
3.5846964315461374E-03 a        43     0     2     1    19
5.3374269586192083E-02 a        44     0     2     1    20
9.5930799292377411E-02 a        45     0     2     1    21
6.3580794551023534E-01 a        46     0     2     1    22
-3.7229798118160984E-01 a        47     0     2     1    23
1.2058107256095668E-01 a        48     0     2     1    24
5.6065860637328831E-02 a        49     0     3     1     1
-3.7090295365105275E-01 a        50     0     3     1     2
2.0763884108202033E-01 a        51     0     3     1     3
-1.5273509733545609E-01 a        52     0     3     1     4
3.4039143783672687E-01 a        53     0     3     1     5
-4.2801658672398595E-02 a        54     0     3     1     6
-3.6348074481766174E-01 a        55     0     3     1     7
4.2741028271901388E-01 a        56     0     3     1     8
4.6449347750650521E-01 a        57     0     3     1     9
9.7598571936716214E-02 a        58     0     3     1    10
6.4275695137249428E-02 a        59     0     3     1    11
3.8504606853068901E-01 a        60     0     3     1    12
-3.3257387163709412E-01 a        61     0     3     1    13
-1.0521153195294518E-01 a        62     0     3     1    14
1.2983283668121484E-01 a        63     0     3     1    15
-2.8668463214018575E-01 a        64     0     3     1    16
5.1277303805185290E-02 a        65     0     3     1    17
-5.5394488790486612E-02 a        66     0     3     1    18
-2.6806761155386299E-01 a        67     0     3     1    19
2.0942450368534310E-01 a        68     0     3     1    20
