Absorption (K-edge) for Fe2O3 (mp-24972)
Averaged spectra are 3rd-order spline interpolations ranged over the intersection of E-axis ranges of site spectra
Avg Fe		Avg O		Site 0 (Fe), multiplicity 4		Site 4 (O), multiplicity 6	
E (eV)	mu	E (eV)	mu	E (ev)	mu	E (ev)	mu
7127.879050251257	0.8241322151753185	544.7540502512563	2.5810801976444013	7128.259	0.905078	545.134	2.01707
7128.156251256281	0.8809650055229713	545.0312512562814	2.144484600726687	7128.802	1.04978	545.677	1.75695
7128.433452261306	0.9491693309360522	545.3084522613066	1.877064171848529	7129.357	1.19947	546.232	1.57052
7128.710653266332	1.024410287928112	545.5856532663316	1.7790273583865124	7129.924	1.32399	546.798	1.41373
7128.987854271357	1.1011593046794341	545.8628542713568	1.701142138759269	7130.503	1.38766	547.378	1.26208
7129.265055276382	1.1756838311917177	546.1400552763819	1.6025829525447801	7131.094	1.41086	547.969	1.00442
7129.542256281407	1.2452452442098072	546.417256281407	1.5120884020653274	7131.698	1.45142	548.572	0.817246
7129.819457286432	1.3051403431671376	546.6944572864322	1.438153069650802	7132.313	1.53911	549.188	0.741048
7130.096658291457	1.349768371769987	546.9716582914573	1.3747020929759166	7132.941	1.66742	549.816	0.828539
7130.373859296483	1.3786609448613971	547.2488592964825	1.3043341765209866	7133.581	1.73375	550.456	1.08929
7130.651060301508	1.3951958617584215	547.5260603015075	1.203210530424166	7134.233	1.6241	551.108	1.04386
7130.9282613065325	1.405024741061277	547.8032613065327	1.0774718102975995	7134.898	1.41257	551.773	0.741243
7131.205462311558	1.4157407357637024	548.0804623115578	0.9604223803131516	7135.575	1.23609	552.449	0.584644
7131.482663316583	1.432626705793087	548.357663316583	0.8702253147635689	7136.263	1.14245	553.138	0.574869
7131.759864321608	1.4578833601430634	548.634864321608	0.8041841124250416	7136.964	1.11682	553.839	0.66952
7132.037065326634	1.4931546595190326	548.9120653266332	0.76032249713565	7137.678	1.10259	554.553	0.778364
7132.3142663316585	1.5393470820400925	549.1892663316582	0.7410200777335131	7138.403	1.06504	555.278	0.788177
7132.591467336683	1.5954535710103908	549.4664673366834	0.7514058823891699	7139.141	1.01143	556.016	0.82474
7132.868668341709	1.653282366316636	549.7436683417086	0.805324868154651	7139.891	0.949278	556.765	0.881854
7133.145869346734	1.7026591988904887	550.0208693467337	0.9133260730629386	7140.653	0.905116	557.527	0.926756
7133.423070351759	1.7315067190258142	550.2980703517588	1.0367952038051245	7141.427	0.897849	558.302	0.977115
7133.700271356784	1.7270376857467937	550.5752713567839	1.1120544380906405	7142.213	0.933955	559.088	1.07336
7133.977472361809	1.6862684875816607	550.8524723618091	1.108589780967086	7143.012	0.976732	559.887	1.15378
7134.254673366834	1.6179893067413103	551.1296733668341	1.03596745179966	7143.822	1.0113	560.697	1.1938
7134.531874371859	1.532266955613335	551.4068743718593	0.9128399322308325	7144.645	1.0333	561.52	1.21966
7134.809075376885	1.4410076627905468	551.6840753768844	0.7791396957720366	7145.481	1.04002	562.355	1.24694
7135.08627638191	1.3559379324649694	551.9612763819096	0.6761100826377934	7146.328	1.03271	563.203	1.27071
7135.363477386934	1.2827492556884308	552.2384773869347	0.6128449909667589	7147.187	1.0163	564.062	1.28802
7135.64067839196	1.2233614723803565	552.5156783919598	0.5784055710923273	7148.059	0.994191	564.934	1.2978
7135.917879396985	1.178730750054563	552.792879396985	0.5648105413966144	7148.943	0.968616	565.818	1.30256
7136.19508040201	1.1479883113278118	553.07008040201	0.5705817719350369	7149.839	0.941907	566.714	1.30361
7136.472281407036	1.1297929363084405	553.3472814070352	0.594678311551244	7150.747	0.915611	567.622	1.29518
7136.74948241206	1.120633485312187	553.6244824120603	0.6332012812159029	7151.668	0.890424	568.543	1.26896
7137.026683417085	1.1159013286444843	553.9016834170855	0.6807871579699905	7152.601	0.867544	569.476	1.22343
7137.303884422111	1.111693112131453	554.1788844221105	0.730020872651553	7153.546	0.847395	570.42	1.16788
7137.581085427136	1.1055864655797318	554.4560854271357	0.7692553372283287	7154.503	0.830312	571.377	1.11434
7137.858286432161	1.0955045142357722	554.7332864321609	0.7875443851252134	7155.472	0.816978	572.347	1.07132
7138.135487437186	1.0813617776214437	555.0104874371859	0.7890834476020804	7156.453	0.808085	573.328	1.04052
7138.412688442211	1.0644145247908878	555.2876884422111	0.7882699174123208	7157.447	0.804114	574.322	1.01938
7138.689889447236	1.0456790897151123	555.5648894472362	0.7963198258441594	7158.453	0.805308	575.328	1.00211
7138.967090452261	1.02521717337365	555.8420904522613	0.8123022177666255	7159.471	0.811043	576.346	0.986506
7139.244291457287	1.0028930758837296	556.1192914572864	0.8325678699382698	7160.501	0.820088	577.376	0.972407
7139.5214924623115	0.9793751404002059	556.3964924623116	0.8542028022337754	7161.543	0.831777	578.418	0.954841
7139.798693467336	0.9564544127050317	556.6736934673366	0.8753196703417626	7162.598	0.844824	579.473	0.93491
7140.075894472362	0.935942127680734	556.9508944723618	0.894237061805896	7163.665	0.858107	580.54	0.912105
7140.353095477387	0.9189149965400784	557.2280954773869	0.9107590336980271	7164.744	0.871043	581.619	0.887049
7140.630296482412	0.9059762723968674	557.5052964824121	0.9256379575239243	7165.835	0.884008	582.71	0.862244
7140.9074974874375	0.8977538038763285	557.7824974874372	0.9400327126078148	7166.938	0.898254	583.813	0.841082
7141.184698492462	0.8950416385697889	558.0596984924623	0.9570826636148793	7168.054	0.915041	584.929	0.825898
7141.461899497487	0.8986857031779475	558.3368994974875	0.9805496437757114	7169.182	0.936121	586.057	0.818797
7141.739100502513	0.9087075023226096	558.6141005025125	1.012156534525459		
7142.016301507538	0.9228567238998868	558.8913015075377	1.0480070810922815		
7142.293502512563	0.9385048871623377	559.1685025125628	1.083262480881829		
7142.570703517588	0.9538429929201698	559.445703517588	1.1145095584304205		
7142.847904522613	0.9684875790863945	559.7229045226131	1.140815101796093		
7143.125105527638	0.9821989346789204	560.0001055276382	1.1615207436961443		
7143.402306532664	0.9947737034770241	560.2773065326634	1.1769499746335124		
7143.679507537689	1.0060547690157113	560.5545075376884	1.1886751136707183		
7143.956708542713	1.0158891153282894	560.8317085427136	1.1983294756272889		
7144.233909547739	1.0241509597497507	561.1089095477387	1.2070585314262021		
7144.511110552764	1.030742768931635	561.3861105527639	1.2155017077051484		
7144.788311557789	1.035572075608096	561.6633115577889	1.2242512362994973		
7145.065512562814	1.0386262636410504	561.9405125628141	1.2333950983385158		
7145.342713567839	1.0399691048674908	562.2177135678392	1.242538893657224		
7145.619914572864	1.03967104277054	562.4949145728643	1.2512772886346981		
7145.897115577889	1.0378850967277404	562.7721155778895	1.2593940141889688		
7146.174316582915	1.0348466183043916	563.0493165829146	1.2668595420905773		
7146.45151758794	1.0307926562183645	563.3265175879397	1.2736515934683903		
7146.7287185929645	1.0259040834747934	563.6037185929648	1.2797270817998299		
7147.00591959799	1.0202970221005767	563.88091959799	1.28501893660699		
7147.283120603015	1.0140836855033242	564.158120603015	1.2894601320159114		
7147.56032160804	1.0073588621234721	564.4353216080402	1.2930586515275073		
7147.837522613066	1.000191281034339	564.7125226130653	1.2959346565781067		
7148.1147236180905	0.9926475597490928	564.9897236180905	1.298217439431945		
7148.391924623115	0.9847990678416677	565.2669246231156	1.3000244537038015		
7148.669125628141	0.9767277470234728	565.5441256281407	1.3014468149976681		
7148.946326633166	0.9685169647848718	565.8213266331659	1.302572086814174		
7149.223527638191	0.9602437420571909	566.098527638191	1.30343865494086		
7149.5007286432165	0.9519606110917932	566.3757286432161	1.3038951492226996		
7149.777929648241	0.9437141984802193	566.6529296482412	1.30374443819521		
7150.055130653266	0.9355479710270618	566.9301306532664	1.3027836225959977		
7150.332331658291	0.927480457377722	567.2073316582914	1.3007642816547975		
7150.609532663317	0.9195183568502032	567.4845326633166	1.297416401635544		
7150.886733668342	0.9116690666002452	567.7617336683418	1.2924746188045604		
7151.163934673366	0.9039573386213928	568.0389346733668	1.2857814303248993		
7151.441135678392	0.8964250956546864	568.316135678392	1.2772860501284096		
7151.718336683417	0.8891149511254499	568.5933366834171	1.2669425999712645		
7151.995537688442	0.8820582185814083	568.8705376884423	1.254802002290374		
7152.2727386934675	0.8752596592499806	569.1477386934673	1.2411426406324182		
7152.549939698492	0.868720224225576	569.4249396984925	1.226275538143446		
7152.827140703517	0.8624411350757667	569.7021407035176	1.210513748150057		
7153.104341708543	0.8564255139503184	569.9793417085427	1.1941845898081709		
7153.381542713568	0.850677297815128	570.2565427135678	1.1776214983086501		
7153.658743718593	0.8452005569949936	570.533743718593	1.1611566014767511		
7153.935944723618	0.8400042296681378	570.8109447236181	1.1450733175369556		
7154.213145728643	0.8351034667279346	571.0881457286432	1.12959348440506		
7154.490346733668	0.8305138233131634	571.3653467336684	1.1149349906781774		
7154.767547738694	0.8262505438979403	571.6425477386935	1.1012840165442137		
7155.044748743719	0.8223274476911732	571.9197487437186	1.0886828416328844		
7155.3219497487435	0.8187579454184547	572.1969497487437	1.0771329447498903		
7155.599150753768	0.815555328115771	572.4741507537689	1.0666349021365664		
7155.876351758794	0.8127295172709722	572.7513517587939	1.057163948939829		
7156.153552763819	0.8102866812667572	573.0285527638191	1.048667094624925		
7156.430753768844	0.8082327918391722	573.3057537688443	1.0410898697523887		
7156.7079547738695	0.8065736142820737	573.5829547738693	1.0343623333687957		
7156.985155778894	0.8053138623940301	573.8601557788945	1.0283357417145593		
7157.262356783919	0.8044579160423276	574.1373567839196	1.0228363250308259		
7157.539557788945	0.8040100224988239	574.4145577889448	1.0176911185936226		
7157.81675879397	0.803966513944202	574.6917587939698	1.0127758769901827		
7158.093959798995	0.8043114727651816	574.968959798995	1.0080417552687635		
7158.37116080402	0.8050279297733821	575.2461608040201	1.003446381178149		
7158.648361809045	0.8060978129514366	575.5233618090452	0.9989527241801928		
7158.92556281407	0.8074918528596635	575.8005628140704	0.9945779900855795		
7159.202763819096	0.8091742586396623	576.0777638190955	0.9903709721481212		
7159.4799648241205	0.8111091585321398	576.3549648241207	0.986380855021205		
7159.757165829145	0.8132662602757761	576.6321658291457	0.9826149808278327		
7160.034366834171	0.8156355283121353	576.9093668341709	0.978928779868039		
7160.311567839196	0.8182115227363504	577.186567839196	0.9751432180910188		
7160.588768844221	0.8209886626826388	577.4637688442211	0.971080673888125		
7160.8659698492465	0.8239517955488702	577.7409698492462	0.9666594353693762		
7161.143170854271	0.8270702538039936	578.0181708542714	0.9619532517242181		
7161.420371859296	0.8303119526920498	578.2953718592964	0.9570500728722561		
7161.697572864321	0.8336451580381985	578.5725728643216	0.9520342130685503		
7161.974773869347	0.8370443744774791	578.8497738693468	0.9469252876498898		
7162.251974874372	0.8404894739821885	579.1269748743719	0.9416872505490336		
7162.5291758793965	0.8439605035734817	579.404175879397	0.9362822403733922		
7162.806376884422	0.8474380820479643	579.6813768844221	0.9306762469800883		
7163.083577889447	0.8509077763512406	579.9585778894473	0.9248685889701478		
7163.360778894472	0.8543576892046669	580.2357788944723	0.9188756649110473		
7163.637979899498	0.8577759439311015	580.5129798994975	0.9127140121336956		
7163.9151809045225	0.8611529024000373	580.7901809045227	0.9064035421102886		
7164.192381909547	0.8644909413736654	581.0673819095477	0.8999822762527647		
7164.469582914573	0.8677964513876566	581.3445829145729	0.8934942858977531		
7164.746783919598	0.8710758258008867	581.621783919598	0.8869836466358715		
7165.023984924623	0.874338649552343	581.8989849246232	0.8804977568950957		
7165.301185929648	0.8776068950483382	582.1761859296482	0.8740969120191492		
7165.578386934673	0.8809055396430872	582.4533869346734	0.8678445358815133		
7165.855587939698	0.8842595600185399	582.7305879396985	0.8618040500161751		
7166.132788944724	0.8876919010918641	583.0077889447236	0.8560318056769313		
7166.409989949749	0.8912189961056615	583.2849899497487	0.8505614943275569		
7166.6871909547735	0.8948559764600549	583.5621909547739	0.8454222771872826		
7166.964391959798	0.8986179753295236	583.8393919597991	0.840643315340051		
7167.241592964824	0.9025228196600039	584.1165929648241	0.8362535644716237		
7167.518793969849	0.9065964537056523	584.3937939698493	0.8322813613287027		
7167.795994974874	0.9108663445736529	584.6709949748744	0.8287549265415262		
7168.0731959798995	0.9153599593711934	584.9481959798995	0.825702480740326		
7168.350396984924	0.920104765205416	585.2253969849246	0.8231522445553391		
7168.627597989949	0.9251282291835066	585.5025979899498	0.8211324386167987		
7168.904798994975	0.9304578184126555	585.7797989949748	0.8196712835549413		
7169.182	0.936121	586.057	0.818797		
