   1   38  1.9758996389935418E-04 1.1699682022306181E+00 9.4890823459216775E-02 1.3597706554356190E-01
   1   39  9.5756483025413086E-01 4.5568607578141567E+00 2.8849304272571614E+00 5.5272111945947944E-01
   1   40  2.7476427021560165E-02 1.4782312003572613E+00 4.3807970310515315E-01 1.9598491785673075E-01
   1   41  2.0528057741951660E-75 6.1033651399485262E-32 1.6864843828274367E-35 8.3743807429333950E-34
   1   42  4.3626490562128542E-35 1.1549474105024802E-08 6.4273078725887806E-12 1.9071139883142681E-10
   1   43  3.1273930618466207E-10 8.4850400835782069E-01 1.6890084094814774E-02 6.1823010608752192E-02
   1   44  3.8320096288027883E-01 4.2615882621112968E+00 2.1374763626098616E+00 5.7987743540530223E-01
   1   45  2.8485573771820026E-04 1.1847505107934806E+00 2.3059894372527606E-01 1.6275747594198162E-01
   1   46  7.5235441355156932E-02 7.9762941648794405E-01 2.9819642937551183E-01 9.6425606959038068E-02
   1   47  2.5122865002076022E-01 1.8889747789110465E+00 8.6867666206238858E-01 2.6045935854118851E-01
   1   48  1.8184845895779761E-02 2.9837854960998517E-01 8.8380860547221343E-02 3.3223112703897877E-02
   1   49  1.9417805456138304E-01 1.4220016040017378E+00 6.5886109323409725E-01 1.9729614494741204E-01
   1   50  1.2557859261166607E-03 7.3592359358848461E-02 1.2596446744544344E-02 7.4736788945355820E-03
   1   51  1.1388099930098208E-01 8.8020983523356189E-01 3.9409867624869460E-01 1.2053290488891000E-01
   1   52  6.5953430815320318E-08 7.8863622083395150E-03 1.4455779532831768E-04 3.9647993724613881E-04
   1   53  7.1727071920914265E-03 1.0808102758518691E-01 3.4153993364636322E-02 1.5613085077164216E-02
   1   54  2.3631098898896762E-02 3.4899982328425522E-01 1.0872440205786703E-01 4.0452616906929313E-02
   1   55  8.1836438361284972E-02 8.1817405072483640E-01 3.1768283802384628E-01 1.1018399852818611E-01
   1   56  5.9445243331212299E-03 1.2698040889347087E-01 3.1655310412425218E-02 1.3435055984424097E-02
   1   57  6.4695326732246539E-02 6.0779807568148647E-01 2.4061374637840521E-01 8.3218030117624187E-02
   1   58  4.2824999096788150E-04 2.8622352542490889E-02 4.1926882489060372E-03 2.7147932130197005E-03
   1   59  3.9117009417046010E-02 3.6659313434708934E-01 1.4301435857064793E-01 5.0168966027859807E-02
   1   60  1.6335216101889034E-08 2.5817255163639191E-03 4.1537638645078870E-05 1.2313512663661538E-04
   1   61  2.2491968145937932E-03 3.9027398769770384E-02 1.1526574145881457E-02 5.6864010509372178E-03
   1   62  7.2986774840836017E-04 3.4392172103579040E-02 5.9865823355606407E-03 3.2836180175930246E-03
   1   63  2.6311048814648369E-03 8.0651988266269473E-02 1.7595664834676318E-02 9.0868631612105056E-03
   1   64  1.9075566692514453E-04 1.1616304518640564E-02 1.6817418850912460E-03 1.0172947344882913E-03
   1   65  2.0050490731935251E-03 6.0412749687004406E-02 1.3290824384206958E-02 6.8307335545505238E-03
   1   66  1.3361238136827509E-05 1.9944744401878415E-03 1.8819518633148894E-04 1.5877257579392941E-04
   1   67  1.2132304254008543E-03 3.4923092953486619E-02 7.8015169139536459E-03 4.0260290212517195E-03
   1   68  1.8174869359305650E-10 9.9870226167574460E-05 1.0738176831941959E-06 4.0383445232128143E-06
   1   69  7.6051617954018476E-05 2.7777374108672024E-03 5.3588910147645051E-04 3.4319605767075054E-04
   1   70  2.6209832002319536E-06 1.0096971066771391E-03 6.6032128790893159E-05 6.4618052898253008E-05
   1   71  8.8791868411669930E-06 2.3586351613387410E-03 1.9492890291429219E-04 1.8060385395511814E-04
   1   72  6.1733625393031800E-07 3.1857800572314160E-04 1.8055169934535243E-05 1.9042165110855294E-05
   1   73  6.8258314645179612E-06 1.6675160603847447E-03 1.4695194405793400E-04 1.3532837673101993E-04
   1   74  3.7749340242171384E-08 3.9053207538338213E-05 1.7452460395478771E-06 2.3372546086137958E-06
   1   75  4.0885948086964330E-06 9.5177618969020884E-04 8.5454873734129683E-05 7.8505972540946750E-05
   1   76  1.5833242154899529E-13 6.2861918995046821E-07 3.3004479692353476E-09 1.8748263286133098E-08
   1   77  2.2915647376641226E-07 6.4299211282359327E-05 5.1317534319955567E-06 5.3495210779342573E-06
   1   78  3.6943407407544184E-11 1.5588515194482825E-06 2.0067282276807675E-08 5.5154405861141001E-08
   1   79  1.2010240063824831E-10 3.5827002812861566E-06 5.9422575870370037E-08 1.5600663261108884E-07
   1   80  7.8757431308737840E-12 4.7941948424688032E-07 5.3851599472864262E-09 1.5578766367634575E-08
   1   81  9.1960049476655559E-11 2.6256289154164940E-06 4.4740453540848620E-08 1.1679925676642462E-07
   1   82  5.5009328087320440E-13 4.7772458186463014E-08 4.6938625824548970E-10 1.5546678849610648E-09
   1   83  5.4288695448850738E-11 1.5354543722526151E-06 2.5845453258431572E-08 6.7062935831055946E-08
   1   84  2.4804120208704696E-19 1.2523904535378423E-10 1.0594843860294519E-13 1.4947521988223888E-12
   1   85  2.6746016526617251E-12 1.0735674585122220E-07 1.4035285313274972E-09 3.8393027530566386E-09
   1   86  1.5626531914275404E-25 2.5019534700728218E-14 3.1970527371097425E-17 5.4646369569645101E-16
   1   87  5.0285027366108485E-25 6.1135932725224031E-14 9.5144809949018398E-17 1.5932699692867886E-15
   1   88  3.7487682951279183E-26 7.5773443559429367E-15 8.3418056276369189E-18 1.4786082576144513E-16
   1   89  3.8407263746960990E-25 4.9193651467713304E-14 7.1516088205557370E-17 1.1996290511325935E-15
   1   90  1.7304469823723049E-27 7.0100696706204156E-16 6.3410411540658912E-19 1.2210352669016047E-17
   1   91  2.2482944134710947E-25 3.2142448324574027E-14 4.0885701114655000E-17 6.9262549210827110E-16
   1   92  7.3566319351670141E-35 7.0573903063031232E-21 3.3078470310759266E-24 8.0337581910698772E-23
   1   93  9.9746204938695719E-27 2.5009615761304846E-15 1.8602269326482429E-18 3.6156754939078963E-17
   1   94  4.2411606554666904E-49 4.6120373476101018E-27 2.7517849557574753E-30 9.0848358189341840E-29
   1   95  1.3213057215398165E-48 1.1899249810412008E-26 8.2009796346573874E-30 2.6686681688801977E-28
   1   96  1.0347408179653426E-49 1.4122683156998789E-27 7.1204934674699406E-31 2.4500345642426180E-29
   1   97  1.0006637377896816E-48 9.5720737931691513E-27 6.1612440256468321E-30 2.0142197881376470E-28
   1   98  6.2206816595592657E-51 1.3242904354387981E-28 5.1750088107146483E-32 2.0050189710157682E-30
   1   99  5.7469130589995021E-49 6.2542977909062985E-27 3.5116955266310705E-30 1.1689653420419440E-28
   1  100  3.5611056722989643E-58 9.4094142928579488E-35 3.0472486442632407E-38 1.3616578121837195E-36
   1  101  2.1597942181547613E-50 4.8664656556949457E-28 1.5137089044197917E-31 6.2395638470450392E-30
   1  102  6.8729063218646491E-96 1.7910019511090709E-52 8.1874893076558768E-56 3.3337117216954273E-54
   1  103  2.0856107391364560E-95 4.6218601479305139E-52 2.4398166670780104E-55 9.8021533368255044E-54
   1  104  1.7041668575307422E-96 5.4842210157374969E-53 2.1192789535392961E-56 8.9905824569752612E-55
   1  105  1.5687367927030652E-95 3.6522158920751114E-52 1.8329956316663575E-55 7.4012537697162070E-54
   1  106  1.0486957709205469E-97 5.1422445915307296E-54 1.5397190126489079E-57 7.3603017181330300E-56
   1  107  8.8764974562222445E-96 2.3681618331749258E-52 1.0449009382389754E-55 4.2995047280429369E-54
   1  108  2.1040858105110798E-106 3.5618190671123997E-60 6.9997254048732329E-64 4.6686914884151861E-62
   1  109  2.9278240475971555E-97 1.8426654149159148E-53 4.5289168610637582E-57 2.3096077710716203E-55
   1  110  4.8797814867911042E-236 1.0498019294847374E-128 4.2199511757470540E-132 1.8732477456311818E-130
   1  111  1.4757892497655424E-235 2.7091192350580590E-128 1.2574262513030940E-131 5.5089822258418601E-130
   1  112  1.2125814789384929E-236 3.2145949308603311E-129 1.0926699044860104E-132 5.0498690710406911E-131
   1  113  1.1090692489802811E-235 2.1407589180586284E-128 9.4469812417698979E-132 4.1594178753066190E-130
   1  114  7.4874271674299675E-238 3.0141442533238432E-130 7.9472067715482279E-134 4.1327386987179056E-132
   1  115  6.2636485966086759E-236 1.3367403144346896E-128 5.3859712915666169E-132 2.4154943406065164E-130
   1  116  4.1502245371409877E-245 2.0482864869469471E-136 3.5761850005372841E-140 2.6199742336545033E-138
   1  117  2.0325555363989836E-237 1.0003338178110876E-129 2.3420266457094260E-133 1.2882640317041027E-131
