   1    1  1.5795249130558644E+00 4.5152768004795094E+00 3.4281038366731718E+00 3.7770434237514511E-01
   1    2  1.9216746990115561E+00 5.3529634238490500E+00 4.1283139700305931E+00 4.3694960679411560E-01
   1    3  2.1784266559659753E+00 5.9207355271713293E+00 4.6335686169342125E+00 4.7138754805551120E-01
   1    4  2.3010936306002505E+00 6.1103509168765502E+00 4.8473270878484822E+00 4.7437056008759726E-01
   1    5  2.2650277256468412E+00 5.8844130348622219E+00 4.7266539879064737E+00 4.4545129580813386E-01
   1    6  1.0849988916676181E+00 3.3508367465145068E+00 2.4310775649369050E+00 3.0156468852434415E-01
   1    7  1.5992825746071260E+00 4.6627918720675741E+00 3.5068811761316998E+00 4.0102613933860604E-01
   1    8  2.0488428920972517E+00 5.6661472592071123E+00 4.4012639831825684E+00 4.6425115400901840E-01
   1    9  2.2819689226247322E+00 6.0168076975446994E+00 4.8073244424171628E+00 4.6861367898201223E-01
   1   10  2.2104141408214910E+00 5.6010077337503050E+00 4.5714302934699731E+00 4.1339084571490720E-01
   1   11  3.6584390146819468E-01 1.5339503925907165E+00 9.1185577267161677E-01 1.5923826040089173E-01
   1   12  9.4424062727599789E-01 3.2499030920078504E+00 2.2111906086247823E+00 3.1873448340788729E-01
   1   13  1.7232494524665487E+00 5.0872015552194618E+00 3.8153198229511798E+00 4.5084271420609451E-01
   1   14  2.2305846528325515E+00 5.8435049825132719E+00 4.6986120364432997E+00 4.5475580492676226E-01
   1   15  2.0563148015874102E+00 5.0296986969327477E+00 4.1473621324210654E+00 3.3422571866332901E-01
   1   16  6.4405579881953307E-02 4.9138564996368855E-01 1.9879437312731638E-01 5.6369853089418970E-02
   1   17  4.1254918597465584E-01 2.0284598368106206E+00 1.0932171625632519E+00 2.2301707100663606E-01
   1   18  1.3253131652260199E+00 4.4390083222954297E+00 3.0909665194526670E+00 4.3903071140817185E-01
   1   19  2.1608328150862093E+00 5.6844009011937349E+00 4.5470352267091423E+00 4.4063418544837013E-01
   1   20  1.8288235669212083E+00 4.2856931162804166E+00 3.5582071719732316E+00 2.4671068518905043E-01
   1   21  1.7646871063026568E-03 6.1065974155990452E-02 1.2271805542294883E-02 7.2291466467332933E-03
   1   22  8.5887326820891646E-02 9.1752609137167118E-01 3.0881278506974402E-01 1.0938218884206646E-01
   1   23  8.2656746493247468E-01 3.6724063029954070E+00 2.1572781178030018E+00 4.1999345105900976E-01
   1   24  2.0605928423726332E+00 5.4452262561130711E+00 4.3155582280634901E+00 4.3301806771107459E-01
   1   25  1.4345101643787197E+00 3.3307532993874083E+00 2.7023052819940689E+00 1.7387129918495933E-01
   1   26  4.3193975159582309E-08 5.3757604347611540E-04 1.1173566049743424E-05 2.8585354489770828E-05
   1   27  5.0295288664625867E-04 1.4120418741319155E-01 1.3604568566501492E-02 1.4153282809553544E-02
   1   28  1.9815437065931016E-01 2.7091980449942712E+00 9.3079275003765705E-01 3.4809581211653290E-01
   1   29  1.8970915848356458E+00 4.9857973579681838E+00 3.8724929460129074E+00 4.5982003465993304E-01
   1   30  7.0255062557791581E-01 2.3088993638230138E+00 1.4493350062950137E+00 1.7512716333021489E-01
   1   31  1.1804700104851834E-15 4.1844387794414534E-07 1.1870801917283571E-09 1.1508293405702676E-08
   1   32  1.6854308591962507E-07 1.9013486210034913E-02 2.8944662812688867E-04 9.4774246371174859E-04
   1   33  1.6866330341921951E-02 1.9117474223800957E+00 3.4078866464517932E-01 2.4188516716444894E-01
   1   34  1.6412250578780665E+00 4.7539967065928952E+00 3.4222317637732598E+00 5.0651108005549461E-01
   1   35  1.8663747886942023E-01 1.8111891277008947E+00 7.8566117767305155E-01 1.9894015250127831E-01
   1   36  1.1467518833256873E-30 2.5858427121777838E-13 1.9978908652824673E-16 4.7273354035518952E-15
   1   37  1.7311470102096431E-14 5.2893908477645427E-04 1.3226394629038562E-06 1.4295711590677056E-05
