1.8542085938767645E+00 a         1     0     1     1     1
-1.1576185937249446E+00 a         2     0     1     1     2
1.5749156332855085E-01 a         3     0     1     1     3
-3.1167324855837159E-01 a         4     0     1     1     4
1.3749641932622856E+00 a         5     0     1     1     5
1.4175997203808839E+00 a         6     0     1     1     6
-8.1411667161057910E-01 a         7     0     1     1     7
2.2426528020313491E-01 a         8     0     1     1     8
-1.0654644415850802E+00 a         9     0     2     1     1
8.2431400815903255E-01 a        10     0     2     1     2
-1.6843608716681264E+00 a        11     0     2     1     3
2.1933310032221903E-01 a        12     0     2     1     4
-1.0016727151843940E+00 a        13     0     2     1     5
-1.1260294399154847E+00 a        14     0     2     1     6
-3.2016888153271233E-01 a        15     0     2     1     7
4.5797587513475052E-01 a        16     0     2     1     8
-8.2726104018372693E-01 a        17     0     3     1     1
9.8333737913801303E-02 a        18     0     3     1     2
8.6797271773594764E-01 a        19     0     3     1     3
3.5781149889393943E-01 a        20     0     3     1     4
-3.8852263758946147E-02 a        21     0     3     1     5
-5.7487403902917800E-01 a        22     0     3     1     6
2.2368785448522405E-01 a        23     0     3     1     7
-1.4057496562683918E+00 a        24     0     3     1     8
-1.4599407796007169E+00 a        25     0     4     1     1
4.0718278538919456E-01 a        26     0     4     1     2
-6.4955931267335787E-01 a        27     0     4     1     3
-3.1822924113903267E-01 a        28     0     4     1     4
-3.5422465895779975E-01 a        29     0     4     1     5
-4.2167074865016108E-01 a        30     0     4     1     6
2.9062223612375582E-01 a        31     0     4     1     7
-3.8003497443707190E-01 a        32     0     4     1     8
-7.6096525911101789E-02 a        33     0     5     1     1
-7.0063662805387761E-01 a        34     0     5     1     2
3.2066998944507064E-01 a        35     0     5     1     3
-3.7154158807196291E-01 a        36     0     5     1     4
3.3034162764320169E-01 a        37     0     5     1     5
-2.3614965170783788E-02 a        38     0     5     1     6
1.9125424652027914E-01 a        39     0     5     1     7
-2.2536119501785029E-01 a        40     0     5     1     8
2.3151678893560651E-01 a        41     0     6     1     1
-4.3688854937016225E-01 a        42     0     6     1     2
6.2156477268293420E-01 a        43     0     6     1     3
-4.5107818140012010E-02 a        44     0     6     1     4
4.2662073819323271E-01 a        45     0     6     1     5
4.2592247141031858E-01 a        46     0     6     1     6
-1.7519856226439376E-01 a        47     0     6     1     7
-2.2182822490281112E-01 a        48     0     6     1     8
4.6008330183717511E-01 a        49     0     7     1     1
-1.3834116612452287E+00 a        50     0     7     1     2
1.0390594647603209E+00 a        51     0     7     1     3
-8.8151407450374308E-02 a        52     0     7     1     4
1.4954109760466887E+00 a        53     0     7     1     5
9.0059019559993647E-01 a        54     0     7     1     6
-8.6111712686048933E-02 a        55     0     7     1     7
-3.2078782497244919E-02 a        56     0     7     1     8
3.2409955532427467E-02 a        57     0     8     1     1
-1.0874327991899021E-02 a        58     0     8     1     2
-2.7162744715535042E-01 a        59     0     8     1     3
3.2712255782166932E-01 a        60     0     8     1     4
-6.4177311389609859E-01 a        61     0     8     1     5
5.1343959378033877E-01 a        62     0     8     1     6
1.2974014456616120E-01 a        63     0     8     1     7
-8.7185235141729697E-02 a        64     0     8     1     8
-8.0543952352443826E-01 a        65     0     9     1     1
8.2893190265625483E-01 a        66     0     9     1     2
-6.4853941041259633E-01 a        67     0     9     1     3
1.9100709634888147E-01 a        68     0     9     1     4
-1.0592013966647440E+00 a        69     0     9     1     5
-3.7352474396928448E-01 a        70     0     9     1     6
8.3772913477507219E-02 a        71     0     9     1     7
2.1967180629828550E-01 a        72     0     9     1     8
2.1710623455022957E-01 a        73     0    10     1     1
1.1455437894258916E-01 a        74     0    10     1     2
-2.5238149073767663E-01 a        75     0    10     1     3
-6.1205902768784806E-02 a        76     0    10     1     4
-2.2539778271997413E-01 a        77     0    10     1     5
1.7758791655113269E-02 a        78     0    10     1     6
-5.3757738113453662E-02 a        79     0    10     1     7
-1.6874457531709572E-01 a        80     0    10     1     8
1.3973093674468592E-01 a        81     0    11     1     1
-8.0118088810055166E-02 a        82     0    11     1     2
-1.0803201080844708E-01 a        83     0    11     1     3
-2.3425686845799615E-01 a        84     0    11     1     4
-1.0694275221004650E-01 a        85     0    11     1     5
-2.4392794181731237E-02 a        86     0    11     1     6
9.6853069599097674E-02 a        87     0    11     1     7
2.3132203759278103E-01 a        88     0    11     1     8
-5.6655586547968073E-01 a        89     0    12     1     1
8.2112301236879570E-01 a        90     0    12     1     2
-1.1940937492651880E+00 a        91     0    12     1     3
-2.4523795938712817E-01 a        92     0    12     1     4
-8.2029772078972329E-01 a        93     0    12     1     5
-1.4950488321822737E+00 a        94     0    12     1     6
-1.3420284126143250E-01 a        95     0    12     1     7
1.9798755015299752E-01 a        96     0    12     1     8
4.6998412612707208E-01 a        97     0    13     1     1
3.3161400241408401E-01 a        98     0    13     1     2
5.2859703915048843E-02 a        99     0    13     1     3
6.4334027262715754E-02 a       100     0    13     1     4
1.0927130812524724E-01 a       101     0    13     1     5
-2.7435792823744642E-01 a       102     0    13     1     6
-1.3363420877281201E-01 a       103     0    13     1     7
-7.6281708802822881E-02 a       104     0    13     1     8
1.1441412202360484E+00 a       105     0    14     1     1
-4.3722704301440857E-01 a       106     0    14     1     2
4.5962766913984854E-01 a       107     0    14     1     3
-3.3487330618107142E-01 a       108     0    14     1     4
1.5731033103348094E-01 a       109     0    14     1     5
-6.2647291414600614E-01 a       110     0    14     1     6
-8.1384380983674987E-01 a       111     0    14     1     7
1.5114708219330328E-01 a       112     0    14     1     8
4.0564693822009440E-01 a       113     0    15     1     1
-4.0422676456407824E-01 a       114     0    15     1     2
2.0622445227119138E-01 a       115     0    15     1     3
-2.3242520444314471E-01 a       116     0    15     1     4
7.8173108582644713E-01 a       117     0    15     1     5
2.1823765204924508E-01 a       118     0    15     1     6
-9.5078914686160271E-03 a       119     0    15     1     7
-2.4041160599498937E-01 a       120     0    15     1     8
3.6093153570536896E-01 a       121     0    16     1     1
1.8450842242805165E-01 a       122     0    16     1     2
-9.8203722406937852E-02 a       123     0    16     1     3
3.5554019869807545E-02 a       124     0    16     1     4
2.7707222581856228E-01 a       125     0    16     1     5
-2.6324642727682468E-01 a       126     0    16     1     6
-6.0755196512257532E-02 a       127     0    16     1     7
1.5766486265620973E-02 a       128     0    16     1     8
-4.0766507895135046E-01 a       129     0    17     1     1
4.3332240788976450E-01 a       130     0    17     1     2
-2.2038179016893578E-02 a       131     0    17     1     3
-2.1620283281381000E-01 a       132     0    17     1     4
-3.0312525304671573E-01 a       133     0    17     1     5
-5.8323869541672113E-01 a       134     0    17     1     6
-2.0124389897167330E-01 a       135     0    17     1     7
5.4603120401047522E-01 a       136     0    17     1     8
-2.2948996332156454E-02 a       137     0    18     1     1
-1.4199509160007773E-01 a       138     0    18     1     2
4.1613112988479299E-02 a       139     0    18     1     3
3.5200608883351420E-01 a       140     0    18     1     4
2.1200675755182002E-01 a       141     0    18     1     5
